iter	Logloss
182	0.1897858049
183	0.1897122654
184	0.1897122399
185	0.1897122319
186	0.1891944585
187	0.1889873237
188	0.1889873021
189	0.1889338396
190	0.1884081079
191	0.1884075385
192	0.1883701749
193	0.1879858892
194	0.1879858841
195	0.1879858832
196	0.1879048576
197	0.1867253345
198	0.1860936128
199	0.1853984059
200	0.1852886988
201	0.1852886979
202	0.1846229742
203	0.1846229707
204	0.1845074038
205	0.1834316533
206	0.1828842538
207	0.1823354581
208	0.1822845947
209	0.182284594
210	0.1822378325
211	0.1821286732
212	0.1817538351
213	0.180415244
214	0.1801706162
215	0.1798157144
216	0.1798157119
217	0.1796732679
218	0.178021242
219	0.1780212347
220	0.1779781454
221	0.1778775944
222	0.1772892242
223	0.1767990951
224	0.1766649709
225	0.1766649689
226	0.1763445092
227	0.1761423528
228	0.1761082177
229	0.1760024331
230	0.1758751624
231	0.1746126808
232	0.1737578411
233	0.1729351841
234	0.1724573031
235	0.1721121769
236	0.1713476052
237	0.170781407
238	0.1699051061
239	0.169879111
240	0.1698791107
241	0.169879109
242	0.1698791088
243	0.1697611892
244	0.1694653673
245	0.1687006114
246	0.1687006113
247	0.1679941317
248	0.1679713509
249	0.1679303004
250	0.1679302867
251	0.1678877176
252	0.1672162431
253	0.1672162404
254	0.1670209068
255	0.166912378
256	0.1669123744
257	0.1669123738
258	0.1669123684
259	0.1661090955
260	0.1660858623
261	0.1657387388
262	0.1650457233
263	0.1646945712
264	0.1646945706
265	0.1639079109
266	0.1639079078
267	0.163557404
268	0.1634768782
269	0.1633398833
270	0.1626140814
271	0.162614073
272	0.1623041302
273	0.1622089438
274	0.1617229389
275	0.1609347657
276	0.1604606051
277	0.1601254854
278	0.1598643584
279	0.1594093868
280	0.1585165113
281	0.1585107966
282	0.1582154881
283	0.1582154878
284	0.1582154874
285	0.1579749499
286	0.1575859031
287	0.1570785625
288	0.1569582873
289	0.1569582871
290	0.1564078063
291	0.1563121378
292	0.1560401829
293	0.1560065723
294	0.1553530095
295	0.1553530092
296	0.1551638855
297	0.1545306862
298	0.1544969966
299	0.1544243936
300	0.1542528183
301	0.1540404074
302	0.154040407
303	0.1538099132
304	0.1538099128
305	0.1533753863
306	0.1530043668
307	0.1528994944
308	0.1528994843
309	0.1527563432
310	0.1525907821
311	0.1520517398
312	0.151665161
313	0.1515578997
314	0.1511380502
315	0.1511380402
316	0.1506180407
317	0.1506180405
318	0.1506180404
319	0.1506180402
320	0.1502068463
321	0.1496843733
322	0.149234136
323	0.1487690138
324	0.1484293162
325	0.1479934229
326	0.1474420254
327	0.1473661739
328	0.1473661276
329	0.1473172602
330	0.1466600958
331	0.1465097911
332	0.1463375407
333	0.1460567426
334	0.1453848438
335	0.1448867752
336	0.1448867531
337	0.144540891
338	0.143728425
339	0.1433489668
340	0.1429813284
341	0.1428903214
342	0.1426365211
343	0.1424531661
344	0.1423923966
345	0.1422653604
346	0.1422652624
347	0.1418030439
348	0.1417377044
349	0.1417376816
350	0.1415364213
351	0.1415363959
352	0.1413767324
353	0.1413766574
354	0.1411881619
355	0.1411821843
356	0.1410871443
357	0.1408877601
358	0.1408876829
359	0.1404900255
360	0.1400920227
361	0.1393200651
362	0.139320064
363	0.1391789422
364	0.1388490592
365	0.1388490281
366	0.1384261762
367	0.1381077936
368	0.1379792788
369	0.1376040811
370	0.1376040718
371	0.1376040412
372	0.1375787544
373	0.1366810351
374	0.1366654248
375	0.1365764414
376	0.1363340091
377	0.1361686578
378	0.1361686504
379	0.1358916209
380	0.1357460439
381	0.1353811541
382	0.1351705988
383	0.1350990908
384	0.1349547813
385	0.1341420461
386	0.1337191252
387	0.1330910189
388	0.1327549703
389	0.1325346275
390	0.1322075376
391	0.1321606078
392	0.1321320994
393	0.1318819107
394	0.131438909
395	0.1312467656
396	0.1311883903
397	0.1311883898
398	0.1311482107
399	0.1311482099
400	0.1310021305
401	0.1310021299
402	0.1307054955
403	0.1305088436
404	0.1303099977
405	0.1303099949
406	0.1303099894
407	0.1301889976
408	0.1301889932
409	0.1296671212
410	0.1294543607
411	0.12945436
412	0.12937493
413	0.1289058633
414	0.1289058629
415	0.1286423024
416	0.1284030407
417	0.1281571997
418	0.1279074476
419	0.1277877395
420	0.127615117
421	0.12748303
422	0.1274830052
423	0.1274666136
424	0.1273789159
425	0.1269965097
426	0.1267240668
427	0.1265020116
428	0.1264042767
429	0.1262581695
430	0.1257565492
431	0.1253670723
432	0.125089215
433	0.1249368561
434	0.1244791019
435	0.1241875475
436	0.1240906976
437	0.123870986
438	0.1238551988
439	0.1238551504
440	0.1235832418
441	0.1234130067
442	0.1233645141
443	0.1230990805
444	0.1230990757
445	0.1228758466
446	0.1227835814
447	0.122723022
448	0.1227230175
449	0.1223058731
450	0.1222676762
451	0.1221200559
452	0.1219092942
453	0.1219092799
454	0.1219052601
455	0.1217461328
456	0.1214966098
457	0.1214155011
458	0.1213284362
459	0.1211595636
460	0.1210454865
461	0.1208266655
462	0.1208264614
463	0.1204125114
464	0.1203193551
465	0.119888124
466	0.1198880486
467	0.1192196131
468	0.1190807962
469	0.1190764996
470	0.1189150694
471	0.1189009214
472	0.1187086898
473	0.1185986555
474	0.1185492025
475	0.1183665116
476	0.1183270898
477	0.1179865395
478	0.1177169038
479	0.1173084228
480	0.1172238645
481	0.1168256624
482	0.1165433496
483	0.11639845
484	0.1163770633
485	0.1162743063
486	0.1162723613
487	0.1162723572
488	0.1162723531
489	0.1161691221
490	0.1159345488
491	0.1157863226
492	0.1154944852
493	0.115217519
494	0.1152175181
495	0.1149975232
496	0.1148905286
497	0.1147732946
498	0.1146829832
499	0.1143072965
500	0.1141668157
501	0.1139914194
502	0.1139366661
503	0.1137981436
504	0.1135948629
505	0.1135916108
506	0.1133271033
507	0.1133270262
508	0.1129642365
509	0.1129642357
510	0.1129637903
511	0.112959911
512	0.1127722634
513	0.1127626934
514	0.1127626834
515	0.1124968594
516	0.1123496629
517	0.1123085989
518	0.1123085967
519	0.1121009407
520	0.1117827061
521	0.1117242945
522	0.111464552
523	0.1113829756
524	0.1112581357
525	0.1112581028
526	0.1112580405
527	0.111076134
528	0.1110760882
529	0.1107260109
530	0.1107259705
531	0.1106870926
532	0.1106386456
533	0.1106386359
534	0.1104634202
535	0.1102872057
536	0.1102142629
537	0.1098464084
538	0.1096634516
539	0.1095367693
540	0.1095344439
541	0.1094272243
542	0.1094152811
543	0.1093313628
544	0.1093313233
545	0.1092260406
546	0.1092260341
547	0.1091631205
548	0.1090045651
549	0.1089998249
550	0.1087838595
551	0.1087838539
552	0.1087550654
553	0.1084999828
554	0.1083855474
555	0.108210143
556	0.1082101042
557	0.1082100684
558	0.1081784394
559	0.1079973083
560	0.1079356993
561	0.1078832335
562	0.107686674
563	0.1075271474
564	0.1074364487
565	0.1072255379
566	0.1069420311
567	0.1068309335
568	0.1067639856
569	0.1066918237
570	0.1066171817
571	0.1064825232
572	0.1062716267
573	0.1061090616
574	0.1060267715
575	0.1060011208
576	0.1058324944
577	0.1054523949
578	0.1054523942
579	0.1053185692
580	0.105217767
581	0.1051642107
582	0.1050311434
583	0.1049779907
584	0.1048874807
585	0.1048874804
586	0.104800809
587	0.1045917819
588	0.1042788945
589	0.1042243488
590	0.1041646263
591	0.1041646114
592	0.1041543632
593	0.1041306177
594	0.1039087845
595	0.1035665442
596	0.1035655839
597	0.1035655824
598	0.1033989782
599	0.1032111215
600	0.10301391
601	0.1029709278
602	0.1025755925
603	0.1024844561
604	0.1023493277
605	0.1021532347
606	0.10200144
607	0.1018204492
608	0.1017620807
609	0.1017224483
610	0.1017051538
611	0.1017049107
612	0.1017049094
613	0.1015252818
614	0.1015236961
615	0.101506333
616	0.10133357
617	0.1013326696
618	0.1012449058
619	0.101174896
620	0.1010683153
621	0.1010608843
622	0.1010025726
623	0.1008426215
624	0.1005388669
625	0.1005298059
626	0.1003780604
627	0.1001877661
628	0.1001811298
629	0.09995598665
630	0.09993577885
631	0.09993577751
632	0.09993577744
633	0.09981111856
634	0.09975628565
635	0.09972915579
636	0.09957261624
637	0.0995588834
638	0.09933321273
639	0.09933321006
640	0.09933320125
641	0.09921981773
642	0.09906319207
643	0.09895068004
644	0.09869561374
645	0.09857516266
646	0.09832025593
647	0.09823823999
648	0.09809317357
649	0.09774927682
650	0.0976108083
651	0.09753746809
652	0.09745638153
653	0.0974563807
654	0.0974563801
655	0.09745337747
656	0.09745337738
657	0.0974533773
658	0.09732780163
659	0.09727221187
660	0.09723015149
661	0.09722999323
662	0.09705417169
663	0.09693690588
664	0.09693690192
665	0.09691218957
666	0.09691083205
667	0.09671499129
668	0.09671498731
669	0.09662271659
670	0.09662270388
671	0.09657828123
672	0.09653305235
673	0.09624840747
674	0.09620353844
675	0.09604488266
676	0.09594603931
677	0.09573537927
678	0.09558647666
679	0.09558647581
680	0.0954571612
681	0.09540314465
682	0.09516440141
683	0.0951643893
684	0.09509026499
685	0.09508195389
686	0.09505051923
687	0.09496035557
688	0.09483870406
689	0.09479612714
690	0.09469928356
691	0.0945714061
692	0.09450941695
693	0.09435406199
694	0.09422587956
695	0.0942258698
696	0.09420692355
697	0.0940640005
698	0.09404489332
699	0.09397356424
700	0.09397356234
701	0.09393852467
702	0.09388389348
703	0.09385370972
704	0.09370878974
705	0.09369621784
706	0.09369621484
707	0.0936888465
708	0.0936037218
709	0.09350544815
710	0.09350544184
711	0.09339979184
712	0.09328077745
713	0.09317655161
714	0.09317634697
715	0.09317634313
716	0.09311508508
717	0.09297884369
718	0.09276136491
719	0.09274464866
720	0.09251742597
721	0.09250423031
722	0.09243083104
723	0.09241094501
724	0.09218434907
725	0.09193307844
726	0.09188934482
727	0.09188356464
728	0.09186570112
729	0.09175409814
730	0.09171793512
731	0.09170642709
732	0.09167830347
733	0.09160337406
734	0.09158753354
735	0.09158752875
736	0.09157894406
737	0.09144326433
738	0.09133143359
739	0.09130933511
740	0.0910439267
741	0.09092699201
742	0.09083285003
743	0.09074823404
744	0.09068303347
745	0.09061393813
746	0.09061393049
747	0.09055196006
748	0.09054474218
749	0.09053505161
750	0.09052823735
751	0.09052223701
752	0.09048215323
753	0.09041211142
754	0.09032760357
755	0.09018179617
756	0.09007896999
757	0.08984913615
758	0.08980812666
759	0.08980812251
760	0.08978929932
761	0.08966069826
762	0.08950737521
763	0.08944296051
764	0.089442958
765	0.08932252807
766	0.08932252301
767	0.0891226408
768	0.08912263516
769	0.08900091447
770	0.08900091371
771	0.08896241442
772	0.08896241081
773	0.08896240935
774	0.08894138644
775	0.08891332622
776	0.08876056485
777	0.08875815533
778	0.08865328873
779	0.08864407933
780	0.08830356648
781	0.08823279762
782	0.08818197199
783	0.08802927908
784	0.08786419889
785	0.08773373956
786	0.0876625253
787	0.08744861787
788	0.08743100308
789	0.08742889339
790	0.08742826864
791	0.08740409834
792	0.08740409834
793	0.08728558534
794	0.08719859191
795	0.08719858295
796	0.08706775177
797	0.08706773936
798	0.08706773399
799	0.08701556269
800	0.08701555262
801	0.08700875585
802	0.08700215469
803	0.08696348468
804	0.08661152595
805	0.086403751
806	0.08611242894
807	0.08609168568
808	0.08603866379
809	0.08603863259
810	0.08587950137
811	0.08561156226
812	0.08547540759
813	0.08547538883
814	0.08539948249
815	0.08539508491
816	0.08538223785
817	0.08530138225
818	0.0849617834
819	0.08488303067
820	0.08479724743
821	0.08444006891
822	0.08438263721
823	0.08437427411
824	0.08422371115
825	0.08421610018
826	0.08417080025
827	0.08413867681
828	0.08407644939
829	0.08382338267
830	0.08377743035
831	0.08374565959
832	0.08350405872
833	0.08343418873
834	0.08341177945
835	0.08334003088
836	0.08325674723
837	0.08314946172
838	0.08314338357
839	0.08314337474
840	0.08310220415
841	0.08301135662
842	0.08292659407
843	0.08292311952
844	0.0829176088
845	0.08270913756
846	0.0826736439
847	0.08245978718
848	0.0824261403
849	0.08223442649
850	0.08210804951
851	0.08203740375
852	0.08203739784
853	0.08197576626
854	0.08197083249
855	0.0819519509
856	0.08191581753
857	0.08186699042
858	0.0818652303
859	0.08186172164
860	0.0818617189
861	0.08171974373
862	0.08153811559
863	0.08153810048
864	0.0815380983
865	0.08153747041
866	0.08151785495
867	0.08151785155
868	0.08130598191
869	0.08129646405
870	0.08128468159
871	0.08128468001
872	0.08125245496
873	0.08120301227
874	0.08112148714
875	0.08108861444
876	0.08108860963
877	0.08090433607
878	0.08075009387
879	0.08069177274
880	0.08068397778
881	0.08065132304
882	0.08065130965
883	0.08055515076
884	0.08055515034
885	0.08055474595
886	0.08053294929
887	0.08053293488
888	0.08040381869
889	0.08040381569
890	0.08029525127
891	0.080193758
892	0.080193233
893	0.08019323003
894	0.08019322168
895	0.08019321135
896	0.08019320725
897	0.0801863651
898	0.08018600404
899	0.08018599451
900	0.08018599225
901	0.08014062441
902	0.08013597301
903	0.08007397886
904	0.08006239411
905	0.08003346261
906	0.08000267754
907	0.0799951664
908	0.07999516164
909	0.07983597173
910	0.07980697067
911	0.07973051195
912	0.07957923985
913	0.07944911327
914	0.07922432667
915	0.07922431835
916	0.07921919288
917	0.07920007036
918	0.07908252393
919	0.07902786022
920	0.07902136678
921	0.07892817472
922	0.07892816983
923	0.07892816873
924	0.0789281656
925	0.07873174431
926	0.07852137171
927	0.07852135461
928	0.07848659637
929	0.07844601171
930	0.07844600188
931	0.07839290471
932	0.07833641402
933	0.07831130744
934	0.07815246761
935	0.07797951422
936	0.07784830414
937	0.07774082248
938	0.07774082013
939	0.07767447825
940	0.07762813861
941	0.07762728763
942	0.07762593804
943	0.07760238032
944	0.07756295281
945	0.07756251984
946	0.07756090018
947	0.07737292631
948	0.07719238644
949	0.07719238558
950	0.07718033747
951	0.0770941803
952	0.07709417209
953	0.07699453673
954	0.07686135241
955	0.07675851254
956	0.07665730091
957	0.07663226106
958	0.07651202219
959	0.07638511971
960	0.07638511688
961	0.07638405468
962	0.07633837504
963	0.0763166346
964	0.07631663256
965	0.0762910528
966	0.07623929946
967	0.07604345495
968	0.07602534293
969	0.07598214725
970	0.07595487184
971	0.07588007378
972	0.07588006976
973	0.0758800598
974	0.07588005819
975	0.07578723078
976	0.07576683714
977	0.0755991756
978	0.07556649474
979	0.07539750258
980	0.07539750207
981	0.07536111457
982	0.07535379984
983	0.07529766547
984	0.07519439896
985	0.07518852155
986	0.07511972532
987	0.07503243816
988	0.07503221056
989	0.07495983388
990	0.07494952292
991	0.07486801919
992	0.07486801749
993	0.07486423329
994	0.07484836515
995	0.07482921618
996	0.07472649098
997	0.07472648836
998	0.07472337098
999	0.07470076598
